ID: 38 VCC: 26.39 V: -0 -0  -0 C: 0 0.00488759  0.0244379 O: -0 -0  -0 HERR: 0  0  0
ID: 39 VCC: 26.63 V: -0 -0  -0 C: 0.00488759 0.00977517  0.0146628 O: -0 -0  -0 HERR: 0  0  0
ID: 40 VCC: 26.31 V: -0 -0  -0 C: 0.00977517 0.00488759  0 O: -0 -0  -0 HERR: 0  0  0
ID: 41 VCC: 26.35 V: -0 -0  -0 C: 0.00488759 0.0244379  0.00488759 O: -0 -0  -0 HERR: 0  0  0
ID: 42 VCC: 26.35 V: -0 -0  -0 C: 0 0  0.0293255 O: -0 -0  -0 HERR: 0  0  0
ID: 43 VCC: 26.63 V: -0 -0  -0 C: 0.00488759 0.0195503  0.0146628 O: -0 -0  -0 HERR: 0  0  0
ID: 44 VCC: 26.67 V: -0 -0  -0 C: 0.00488759 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 45 VCC: 26.31 V: -0 -0  -0 C: 0.00977517 0.00488759  0 O: -0 -0  -0 HERR: 0  0  0
ID: 46 VCC: 26.47 V: -0 -0  -0 C: 0 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 47 VCC: 26.51 V: -0 -0  -0 C: 0 0.00977517  0 O: -0 -0  -0 HERR: 0  0  0
ID: 48 VCC: 26.47 V: -0 -0  -0 C: 0.00977517 0  0 O: -0 -0  -0 HERR: 0  0  0
ID: 49 VCC: 26.51 V: -0 -0  -0 C: 0 0.00977517  0.0146628 O: -0 -0  -0 HERR: 0  0  0
ID: 50 VCC: 26.43 V: -0 -0  -0 C: 0.00977517 0.00977517  0 O: -0 -0  -0 HERR: 0  0  0
